AREA_TITLE;OCC_CODE;OCC_TITLE;H_MEAN;A_MEAN
Kentucky;41-3011;Advertising Sales Agents;21.94;45,630
Kentucky;41-3021;Insurance Sales Agents;31.29;65,080
Kentucky;41-3031;Securities, Commodities, and Financial Services Sales Agents;44.70;92,980
Kentucky;41-3041;Travel Agents;20.49;42,610
Kentucky;41-3091;Sales Representatives of Services, Except Advertising, Insurance, Financial Services, and Travel;31.18;64,850
Kentucky;41-4011;Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products;48.44;100,750
Kentucky;41-4012;Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products;35.27;73,370
Kentucky;41-9011;Demonstrators and Product Promoters;16.57;34,470
Kentucky;41-9021;Real Estate Brokers;34.85;72,490
Kentucky;41-9022;Real Estate Sales Agents;25.42;52,870
Kentucky;41-9031;Sales Engineers;53.38;111,030
Kentucky;41-9041;Telemarketers;16.91;35,160
Kentucky;41-9091;Door-to-Door Sales Workers, News and Street Vendors, and Related Workers;*;*
Kentucky;41-9099;Sales and Related Workers, All Other;24.11;50,140
Kentucky;43-0000;Office and Administrative Support Occupations;20.41;42,450
Kentucky;43-1011;First-Line Supervisors of Office and Administrative Support Workers;30.08;62,570
Kentucky;43-2011;Switchboard Operators, Including Answering Service;17.05;35,470
Kentucky;43-2021;Telephone Operators;17.46;36,320
Kentucky;43-3011;Bill and Account Collectors;21.08;43,850
Kentucky;43-3021;Billing and Posting Clerks;19.69;40,960
Kentucky;43-3031;Bookkeeping, Accounting, and Auditing Clerks;21.65;45,020
Kentucky;43-3041;Gambling Cage Workers;14.23;29,600
Kentucky;43-3051;Payroll and Timekeeping Clerks;24.39;50,720
Kentucky;43-3061;Procurement Clerks;21.82;45,380
Kentucky;43-3071;Tellers;17.09;35,560
Kentucky;43-3099;Financial Clerks, All Other;22.28;46,350
Kentucky;43-4011;Brokerage Clerks;25.30;52,620
Kentucky;43-4021;Correspondence Clerks;21.65;45,030
Kentucky;43-4031;Court, Municipal, and License Clerks;19.05;39,620
Kentucky;43-4041;Credit Authorizers, Checkers, and Clerks;20.61;42,870
Kentucky;43-4051;Customer Service Representatives;18.47;38,420
Kentucky;43-4061;Eligibility Interviewers, Government Programs;23.80;49,510
Kentucky;43-4071;File Clerks;16.15;33,590
Kentucky;43-4081;Hotel, Motel, and Resort Desk Clerks;12.65;26,310
Kentucky;43-4111;Interviewers, Except Eligibility and Loan;18.13;37,700
Kentucky;43-4121;Library Assistants, Clerical;12.95;26,930
Kentucky;43-4131;Loan Interviewers and Clerks;21.87;45,490
Kentucky;43-4141;New Accounts Clerks;20.34;42,310
Kentucky;43-4151;Order Clerks;17.81;37,050
Kentucky;43-4161;Human Resources Assistants, Except Payroll and Timekeeping;21.62;44,960
Kentucky;43-4171;Receptionists and Information Clerks;15.05;31,310
Kentucky;43-4181;Reservation and Transportation Ticket Agents and Travel Clerks;26.19;54,480
Kentucky;43-4199;Information and Record Clerks, All Other;21.73;45,190
Kentucky;43-5011;Cargo and Freight Agents;23.53;48,940
Kentucky;43-5021;Couriers and Messengers;16.83;35,000
Kentucky;43-5031;Public Safety Telecommunicators;19.36;40,260
Kentucky;43-5032;Dispatchers, Except Police, Fire, and Ambulance;23.21;48,280
Kentucky;43-5041;Meter Readers, Utilities;21.49;44,690
Kentucky;43-5051;Postal Service Clerks;28.52;59,320
Kentucky;43-5052;Postal Service Mail Carriers;28.09;58,430
Kentucky;43-5053;Postal Service Mail Sorters, Processors, and Processing Machine Operators;27.04;56,250
Kentucky;43-5061;Production, Planning, and Expediting Clerks;26.47;55,060
Kentucky;43-5071;Shipping, Receiving, and Inventory Clerks;19.63;40,830
Kentucky;43-5111;Weighers, Measurers, Checkers, and Samplers, Recordkeeping;20.00;41,590
Kentucky;43-6011;Executive Secretaries and Executive Administrative Assistants;28.24;58,740
Kentucky;43-6012;Legal Secretaries and Administrative Assistants;19.14;39,810
Kentucky;43-6013;Medical Secretaries and Administrative Assistants;18.14;37,740
Kentucky;43-6014;Secretaries and Administrative Assistants, Except Legal, Medical, and Executive;19.22;39,980
Kentucky;43-9021;Data Entry Keyers;16.26;33,820
Kentucky;43-9022;Word Processors and Typists;18.58;38,640
Kentucky;43-9031;Desktop Publishers;19.31;40,160
Kentucky;43-9041;Insurance Claims and Policy Processing Clerks;22.80;47,420
Kentucky;43-9051;Mail Clerks and Mail Machine Operators, Except Postal Service;15.90;33,080
Kentucky;43-9061;Office Clerks, General;17.64;36,700
Kentucky;43-9071;Office Machine Operators, Except Computer;17.38;36,150
Kentucky;43-9081;Proofreaders and Copy Markers;20.10;41,800
Kentucky;43-9199;Office and Administrative Support Workers, All Other;21.06;43,810
Kentucky;45-0000;Farming, Fishing, and Forestry Occupations;18.77;39,030
Kentucky;45-1011;First-Line Supervisors of Farming, Fishing, and Forestry Workers;25.95;53,970
Kentucky;45-2011;Agricultural Inspectors;24.20;50,340
Kentucky;45-2041;Graders and Sorters, Agricultural Products;15.88;33,030
Kentucky;45-2091;Agricultural Equipment Operators;21.19;44,080
Kentucky;45-2092;Farmworkers and Laborers, Crop, Nursery, and Greenhouse;16.31;33,920
Kentucky;45-2093;Farmworkers, Farm, Ranch, and Aquacultural Animals;17.24;35,850
Kentucky;45-2099;Agricultural Workers, All Other;22.08;45,920
Kentucky;45-4022;Logging Equipment Operators;15.93;33,130
Kentucky;45-4023;Log Graders and Scalers;18.77;39,050
Kentucky;47-0000;Construction and Extraction Occupations;25.79;53,650
Kentucky;47-1011;First-Line Supervisors of Construction Trades and Extraction Workers;33.75;70,200
Kentucky;47-2011;Boilermakers;36.14;75,170
Kentucky;47-2021;Brickmasons and Blockmasons;26.48;55,080
Kentucky;47-2022;Stonemasons;18.90;39,300
Kentucky;47-2031;Carpenters;24.84;51,660
Kentucky;47-2041;Carpet Installers;19.20;39,930
Kentucky;47-2042;Floor Layers, Except Carpet, Wood, and Hard Tiles;20.10;41,810
Kentucky;47-2044;Tile and Stone Setters;22.61;47,020
Kentucky;47-2051;Cement Masons and Concrete Finishers;23.95;49,820
Kentucky;47-2061;Construction Laborers;20.94;43,540
Kentucky;47-2071;Paving, Surfacing, and Tamping Equipment Operators;23.20;48,260
Kentucky;47-2073;Operating Engineers and Other Construction Equipment Operators;27.45;57,100
Kentucky;47-2081;Drywall and Ceiling Tile Installers;18.48;38,440
Kentucky;47-2111;Electricians;28.18;58,610
Kentucky;47-2121;Glaziers;23.31;48,480
Kentucky;47-2131;Insulation Workers, Floor, Ceiling, and Wall;20.35;42,320
Kentucky;47-2132;Insulation Workers, Mechanical;26.04;54,170
Kentucky;47-2141;Painters, Construction and Maintenance;21.69;45,100
Kentucky;47-2151;Pipelayers;30.54;63,530
Kentucky;47-2152;Plumbers, Pipefitters, and Steamfitters;30.07;62,540
Kentucky;47-2161;Plasterers and Stucco Masons;23.03;47,890
Kentucky;47-2171;Reinforcing Iron and Rebar Workers;28.26;58,770
Kentucky;47-2181;Roofers;22.81;47,450
Kentucky;47-2211;Sheet Metal Workers;25.38;52,790
Kentucky;47-2221;Structural Iron and Steel Workers;30.77;64,000
Kentucky;47-3012;Helpers--Carpenters;15.77;32,800
Kentucky;47-3013;Helpers--Electricians;17.17;35,720
Kentucky;47-3015;Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters;16.50;34,320
Kentucky;47-3016;Helpers--Roofers;20.73;43,120
Kentucky;47-3019;Helpers, Construction Trades, All Other;16.97;35,290
Kentucky;47-4011;Construction and Building Inspectors;28.16;58,570
Kentucky;47-4021;Elevator and Escalator Installers and Repairers;39.22;81,580
Kentucky;47-4031;Fence Erectors;20.19;41,980
Kentucky;47-4041;Hazardous Materials Removal Workers;21.46;44,630
Kentucky;47-4051;Highway Maintenance Workers;17.47;36,330
Kentucky;47-4061;Rail-Track Laying and Maintenance Equipment Operators;30.97;64,420
Kentucky;47-4071;Septic Tank Servicers and Sewer Pipe Cleaners;20.98;43,640
Kentucky;47-4090;Miscellaneous Construction and Related Workers;22.44;46,680
Kentucky;47-5012;Rotary Drill Operators, Oil and Gas;21.33;44,360
Kentucky;47-5013;Service Unit Operators, Oil and Gas;16.36;34,040
Kentucky;47-5022;Excavating and Loading Machine and Dragline Operators, Surface Mining;24.69;51,360
Kentucky;47-5023;Earth Drillers, Except Oil and Gas;25.85;53,770
Kentucky;47-5032;Explosives Workers, Ordnance Handling Experts, and Blasters;24.71;51,390
Kentucky;47-5041;Continuous Mining Machine Operators;26.20;54,490
Kentucky;47-5043;Roof Bolters, Mining;26.69;55,510
Kentucky;47-5044;Loading and Moving Machine Operators, Underground Mining;29.16;60,650
Kentucky;47-5049;Underground Mining Machine Operators, All Other;25.71;53,480
Kentucky;47-5051;Rock Splitters, Quarry;19.82;41,220
Kentucky;47-5071;Roustabouts, Oil and Gas;16.37;34,050
Kentucky;47-5081;Helpers--Extraction Workers;27.05;56,260
Kentucky;47-5099;Extraction Workers, All Other;14.68;30,530
Kentucky;49-0000;Installation, Maintenance, and Repair Occupations;26.64;55,400
Kentucky;49-1011;First-Line Supervisors of Mechanics, Installers, and Repairers;35.58;74,010
Kentucky;49-2011;Computer, Automated Teller, and Office Machine Repairers;21.16;44,020
Kentucky;49-2021;Radio, Cellular, and Tower Equipment Installers and Repairers;27.67;57,550
Kentucky;49-2022;Telecommunications Equipment Installers and Repairers, Except Line Installers;30.68;63,820
Kentucky;49-2092;Electric Motor, Power Tool, and Related Repairers;20.15;41,900
Kentucky;49-2094;Electrical and Electronics Repairers, Commercial and Industrial Equipment;28.60;59,480
Kentucky;49-2095;Electrical and Electronics Repairers, Powerhouse, Substation, and Relay;35.94;74,740
Kentucky;49-2096;Electronic Equipment Installers and Repairers, Motor Vehicles;23.85;49,610
Kentucky;49-2097;Audiovisual Equipment Installers and Repairers;22.75;47,320
Kentucky;49-2098;Security and Fire Alarm Systems Installers;24.68;51,330
Kentucky;49-3011;Aircraft Mechanics and Service Technicians;38.20;79,450
Kentucky;49-3021;Automotive Body and Related Repairers;22.78;47,390
Kentucky;49-3022;Automotive Glass Installers and Repairers;21.60;44,940
Kentucky;49-3023;Automotive Service Technicians and Mechanics;20.94;43,540
Kentucky;49-3031;Bus and Truck Mechanics and Diesel Engine Specialists;24.77;51,530
Kentucky;49-3041;Farm Equipment Mechanics and Service Technicians;21.89;45,540
Kentucky;49-3042;Mobile Heavy Equipment Mechanics, Except Engines;27.40;56,990
Kentucky;49-3043;Rail Car Repairers;28.26;58,790
Kentucky;49-3051;Motorboat Mechanics and Service Technicians;20.15;41,920
Kentucky;49-3052;Motorcycle Mechanics;20.78;43,220
Kentucky;49-3053;Outdoor Power Equipment and Other Small Engine Mechanics;19.15;39,830
Kentucky;49-3091;Bicycle Repairers;21.06;43,800
Kentucky;49-3092;Recreational Vehicle Service Technicians;20.43;42,490
Kentucky;49-3093;Tire Repairers and Changers;16.50;34,330
Kentucky;49-9011;Mechanical Door Repairers;22.34;46,480
Kentucky;49-9012;Control and Valve Installers and Repairers, Except Mechanical Door;28.87;60,060
Kentucky;49-9021;Heating, Air Conditioning, and Refrigeration Mechanics and Installers;25.90;53,870
Kentucky;49-9031;Home Appliance Repairers;20.29;42,200
Kentucky;49-9041;Industrial Machinery Mechanics;29.89;62,180
Kentucky;49-9043;Maintenance Workers, Machinery;27.58;57,370
Kentucky;49-9044;Millwrights;30.79;64,030
Kentucky;49-9051;Electrical Power-Line Installers and Repairers;35.72;74,300
Kentucky;49-9052;Telecommunications Line Installers and Repairers;27.19;56,560
Kentucky;49-9062;Medical Equipment Repairers;25.64;53,330
Kentucky;49-9063;Musical Instrument Repairers and Tuners;17.39;36,180
Kentucky;49-9069;Precision Instrument and Equipment Repairers, All Other;35.76;74,370
Kentucky;49-9071;Maintenance and Repair Workers, General;22.87;47,560
Kentucky;49-9081;Wind Turbine Service Technicians;39.65;82,470
Kentucky;49-9091;Coin, Vending, and Amusement Machine Servicers and Repairers;19.35;40,250
Kentucky;49-9092;Commercial Divers;30.34;63,110
Kentucky;49-9094;Locksmiths and Safe Repairers;20.33;42,290
Kentucky;49-9095;Manufactured Building and Mobile Home Installers;18.27;38,010
Kentucky;49-9096;Riggers;29.95;62,300
Kentucky;49-9097;Signal and Track Switch Repairers;33.80;70,300
Kentucky;49-9098;Helpers--Installation, Maintenance, and Repair Workers;17.18;35,720
Kentucky;49-9099;Installation, Maintenance, and Repair Workers, All Other;24.03;49,980
Kentucky;51-0000;Production Occupations;22.43;46,650
Kentucky;51-1011;First-Line Supervisors of Production and Operating Workers;33.82;70,350
Kentucky;51-2021;Coil Winders, Tapers, and Finishers;23.89;49,700
Kentucky;51-2028;Electrical, Electronic, and Electromechanical Assemblers, Except Coil Winders, Tapers, and Finishers;20.22;42,050
Kentucky;51-2031;Engine and Other Machine Assemblers;23.92;49,750
Kentucky;51-2041;Structural Metal Fabricators and Fitters;22.59;46,990
Kentucky;51-2051;Fiberglass Laminators and Fabricators;20.26;42,140
Kentucky;51-2090;Miscellaneous Assemblers and Fabricators;21.12;43,920
Kentucky;51-3011;Bakers;16.86;35,060
Kentucky;51-3021;Butchers and Meat Cutters;16.94;35,240
Kentucky;51-3022;Meat, Poultry, and Fish Cutters and Trimmers;19.73;41,030
Kentucky;51-3023;Slaughterers and Meat Packers;16.60;34,520
Kentucky;51-3091;Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders;22.94;47,720
Kentucky;51-3092;Food Batchmakers;20.21;42,050
Kentucky;51-3093;Food Cooking Machine Operators and Tenders;19.31;40,160
Kentucky;51-3099;Food Processing Workers, All Other;17.96;37,350
Kentucky;51-4021;Extruding and Drawing Machine Setters, Operators, and Tenders, Metal and Plastic;21.56;44,840
Kentucky;51-4022;Forging Machine Setters, Operators, and Tenders, Metal and Plastic;26.78;55,710
Kentucky;51-4023;Rolling Machine Setters, Operators, and Tenders, Metal and Plastic;23.30;48,460
Kentucky;51-4031;Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic;22.39;46,560
Kentucky;51-4033;Grinding, Lapping, Polishing, and Buffing Machine Tool Setters, Operators, and Tenders, Metal and Plastic;20.90;43,480
Kentucky;51-4034;Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic;21.29;44,290
Kentucky;51-4035;Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic;24.79;51,570
Kentucky;51-4041;Machinists;25.02;52,040
Kentucky;51-4051;Metal-Refining Furnace Operators and Tenders;25.62;53,290
Kentucky;51-4052;Pourers and Casters, Metal;24.23;50,390
Kentucky;51-4071;Foundry Mold and Coremakers;15.82;32,900
Kentucky;51-4072;Molding, Coremaking, and Casting Machine Setters, Operators, and Tenders, Metal and Plastic;22.23;46,240
Kentucky;51-4081;Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic;21.41;44,530
Kentucky;51-4111;Tool and Die Makers;29.90;62,190
Kentucky;51-4121;Welders, Cutters, Solderers, and Brazers;23.05;47,950
Kentucky;51-4122;Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders;26.08;54,240
Kentucky;51-4191;Heat Treating Equipment Setters, Operators, and Tenders, Metal and Plastic;23.06;47,960
Kentucky;51-4193;Plating Machine Setters, Operators, and Tenders, Metal and Plastic;21.10;43,890
Kentucky;51-4194;Tool Grinders, Filers, and Sharpeners;20.23;42,080
Kentucky;51-4199;Metal Workers and Plastic Workers, All Other;23.14;48,130
Kentucky;51-5111;Prepress Technicians and Workers;19.70;40,970
Kentucky;51-5112;Printing Press Operators;20.50;42,640
Kentucky;51-5113;Print Binding and Finishing Workers;19.40;40,360
Kentucky;51-6011;Laundry and Dry-Cleaning Workers;13.18;27,420
Kentucky;51-6021;Pressers, Textile, Garment, and Related Materials;13.46;28,000
Kentucky;51-6031;Sewing Machine Operators;13.33;27,720
Kentucky;51-6041;Shoe and Leather Workers and Repairers;16.93;35,210
Kentucky;51-6051;Sewers, Hand;15.58;32,400
Kentucky;51-6052;Tailors, Dressmakers, and Custom Sewers;14.56;30,290
Kentucky;51-6062;Textile Cutting Machine Setters, Operators, and Tenders;15.97;33,210
Kentucky;51-6063;Textile Knitting and Weaving Machine Setters, Operators, and Tenders;16.51;34,340
Kentucky;51-6091;Extruding and Forming Machine Setters, Operators, and Tenders, Synthetic and Glass Fibers;20.85;43,380
Kentucky;51-6093;Upholsterers;19.89;41,370
Kentucky;51-6099;Textile, Apparel, and Furnishings Workers, All Other;15.54;32,320
Kentucky;51-7011;Cabinetmakers and Bench Carpenters;19.66;40,890
Kentucky;51-7021;Furniture Finishers;18.10;37,650
Kentucky;51-7041;Sawing Machine Setters, Operators, and Tenders, Wood;16.90;35,150
Kentucky;51-7042;Woodworking Machine Setters, Operators, and Tenders, Except Sawing;16.86;35,080
Kentucky;51-7099;Woodworkers, All Other;18.36;38,200
Kentucky;51-8012;Power Distributors and Dispatchers;46.67;97,070
Kentucky;51-8013;Power Plant Operators;39.17;81,480
Kentucky;51-8021;Stationary Engineers and Boiler Operators;30.23;62,870
Kentucky;51-8031;Water and Wastewater Treatment Plant and System Operators;23.08;48,010
Kentucky;51-8092;Gas Plant Operators;31.09;64,660
Kentucky;51-8093;Petroleum Pump System Operators, Refinery Operators, and Gaugers;34.48;71,720
Kentucky;51-8099;Plant and System Operators, All Other;32.49;67,580
Kentucky;51-9011;Chemical Equipment Operators and Tenders;27.25;56,680
Kentucky;51-9012;Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders;25.69;53,440
Kentucky;51-9021;Crushing, Grinding, and Polishing Machine Setters, Operators, and Tenders;19.91;41,420
